order_id,platform,sku_code,product_name,category,order_value,shipping_fee,seller_voucher,platform_fee,order_status,transaction_date,review_score,review_text
ORD-20260630,Shopee,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,450386,21587,15000,18015,RETURNED,2026-04-16 00:00:00,1,"Bahan tipis tidak sesuai deskripsi produk, ajukan retur."
ORD-20260631,Lazada,SKU-KSH-001,Minyak Angin Aromatheraphy 10ml,Kesehatan,528170,30173,10000,21126,RETURNED,2026-09-03 00:00:00,2,"Bahan tipis tidak sesuai deskripsi produk, ajukan retur."
ORD-20260632,Tokopedia,SKU-FSH-002,Kemeja Flanel Kotak Lengan Panjang,Fashion,321273,13535,0,12850,COMPLETED,2026-01-01 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20260633,Tokopedia,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,478770,33312,15000,19150,COMPLETED,2026-06-13 00:00:00,5,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20260634,TikTok Shop,SKU-PRM-001,Wajan Anti Lengket Granite 24cm,Perlengkapan Rumah,136747,21343,0,5469,CANCELLED,2026-08-21 00:00:00,,
ORD-20260635,TikTok Shop,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,698279,13096,5000,27931,RETURNED,2026-08-31 00:00:00,1,"Ukuran baju terlalu kecil dan jahitan tidak rapi, kecewa."
ORD-20260636,Tokopedia,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,94770,34833,25000,3790,COMPLETED,2026-07-06 00:00:00,5,"Produk bagus banget, pengiriman cepat dan packing rapi!"
ORD-20260637,Lazada,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,668345,25455,25000,26733,CANCELLED,2026-03-15 00:00:00,,
ORD-20260638,Shopee,SKU-PRM-001,Wajan Anti Lengket Granite 24cm,Perlengkapan Rumah,91784,31417,0,3671,CANCELLED,2026-03-06 00:00:00,,
ORD-20260639,Lazada,SKU-ELC-001,Headset Bluetooth Wireless TWS,Elektronik,373703,20186,0,14948,CANCELLED,2026-01-11 00:00:00,,
ORD-20260640,Shopee,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,464240,29027,5000,18569,COMPLETED,2026-01-02 00:00:00,5,"Produk bagus banget, pengiriman cepat dan packing rapi!"
ORD-20260641,Shopee,SKU-ELC-001,Headset Bluetooth Wireless TWS,Elektronik,607647,17902,15000,24305,COMPLETED,2026-03-02 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20260642,Lazada,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,628441,30694,15000,25137,CANCELLED,2026-01-22 00:00:00,,
ORD-20260643,Lazada,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,64894,25326,5000,2595,COMPLETED,2026-05-19 00:00:00,5,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20260644,Lazada,SKU-KSH-001,Minyak Angin Aromatheraphy 10ml,Kesehatan,390492,10810,10000,15619,COMPLETED,2026-02-06 00:00:00,5,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20260645,TikTok Shop,SKU-ELC-001,Headset Bluetooth Wireless TWS,Elektronik,616791,27828,0,24671,RETURNED,2026-08-27 00:00:00,2,"Barang mati total saat diterima, respon garansi lambat!"
ORD-20260646,Lazada,SKU-PRM-001,Wajan Anti Lengket Granite 24cm,Perlengkapan Rumah,643409,32744,15000,25736,COMPLETED,2026-05-12 00:00:00,5,"Barang original 100%, mantap recommended seller!"
ORD-20260647,TikTok Shop,SKU-KSH-001,Minyak Angin Aromatheraphy 10ml,Kesehatan,704780,17690,15000,28191,COMPLETED,2026-05-25 00:00:00,5,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20260648,Shopee,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,217641,28164,0,8705,COMPLETED,2026-03-13 00:00:00,5,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20260649,TikTok Shop,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,337660,12656,0,13506,COMPLETED,2026-04-09 00:00:00,5,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20260650,TikTok Shop,SKU-KCT-001,Serum Wajah Brightening Vitamin C,Kecantikan,472973,11191,0,18918,COMPLETED,2026-05-14 00:00:00,4,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20260651,Tokopedia,SKU-KSH-001,Minyak Angin Aromatheraphy 10ml,Kesehatan,397019,34158,0,15880,RETURNED,2026-09-03 00:00:00,1,"Ukuran baju terlalu kecil dan jahitan tidak rapi, kecewa."
ORD-20260652,Tokopedia,SKU-KSH-001,Minyak Angin Aromatheraphy 10ml,Kesehatan,628993,16424,15000,25159,COMPLETED,2026-03-18 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20260653,Tokopedia,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,553540,27902,25000,22141,COMPLETED,2026-09-01 00:00:00,5,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20260654,TikTok Shop,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,487509,18362,25000,19500,CANCELLED,2026-06-07 00:00:00,,
ORD-20260655,Lazada,SKU-KCT-001,Serum Wajah Brightening Vitamin C,Kecantikan,624889,30042,5000,24995,COMPLETED,2026-06-27 00:00:00,5,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20260656,Shopee,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,103924,31328,0,4156,COMPLETED,2026-07-19 00:00:00,4,"Produk bagus banget, pengiriman cepat dan packing rapi!"
ORD-20260657,Shopee,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,42388,15310,15000,1695,COMPLETED,2026-05-25 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20260658,Lazada,SKU-KCT-001,Serum Wajah Brightening Vitamin C,Kecantikan,250938,27168,5000,10037,COMPLETED,2026-04-02 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20260659,Shopee,SKU-PRM-001,Wajan Anti Lengket Granite 24cm,Perlengkapan Rumah,156277,31623,25000,6251,CANCELLED,2026-03-25 00:00:00,,
ORD-20260660,Shopee,SKU-ELC-001,Headset Bluetooth Wireless TWS,Elektronik,92919,19425,15000,3716,COMPLETED,2026-09-07 00:00:00,5,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20260661,TikTok Shop,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,263253,12342,10000,10530,RETURNED,2026-06-26 00:00:00,1,"Bahan tipis tidak sesuai deskripsi produk, ajukan retur."
ORD-20260662,Shopee,SKU-FSH-002,Kemeja Flanel Kotak Lengan Panjang,Fashion,173291,21310,15000,6931,COMPLETED,2026-05-17 00:00:00,5,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20260663,Shopee,SKU-KSH-001,Minyak Angin Aromatheraphy 10ml,Kesehatan,612911,12661,15000,24516,COMPLETED,2026-08-18 00:00:00,5,"Barang original 100%, mantap recommended seller!"
ORD-20260664,Shopee,SKU-KSH-001,Minyak Angin Aromatheraphy 10ml,Kesehatan,696255,34547,15000,27850,RETURNED,2026-03-15 00:00:00,2,"Barang mati total saat diterima, respon garansi lambat!"
ORD-20260665,TikTok Shop,SKU-PRM-001,Wajan Anti Lengket Granite 24cm,Perlengkapan Rumah,385958,22551,5000,15438,COMPLETED,2026-05-28 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20260666,TikTok Shop,SKU-FSH-002,Kemeja Flanel Kotak Lengan Panjang,Fashion,452653,31405,5000,18106,RETURNED,2026-03-24 00:00:00,1,"Pengiriman lama sekali, kemasan penyok dan barang agak lecet."
ORD-20260667,TikTok Shop,SKU-FSH-002,Kemeja Flanel Kotak Lengan Panjang,Fashion,231902,30578,10000,9276,CANCELLED,2026-08-15 00:00:00,,
ORD-20260668,TikTok Shop,SKU-FSH-002,Kemeja Flanel Kotak Lengan Panjang,Fashion,469195,30321,25000,18767,COMPLETED,2026-05-25 00:00:00,4,"Barang original 100%, mantap recommended seller!"
ORD-20260669,Lazada,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,51262,14095,25000,2050,COMPLETED,2026-06-15 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20260670,Shopee,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,154587,16332,15000,6183,COMPLETED,2026-01-31 00:00:00,5,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20260671,Lazada,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,689568,25390,15000,27582,COMPLETED,2026-08-14 00:00:00,5,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20260672,Lazada,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,151265,34250,0,6050,CANCELLED,2026-08-09 00:00:00,,
ORD-20260673,TikTok Shop,SKU-KSH-001,Minyak Angin Aromatheraphy 10ml,Kesehatan,434350,21546,25000,17374,COMPLETED,2026-07-07 00:00:00,4,"Barang original 100%, mantap recommended seller!"
ORD-20260674,TikTok Shop,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,64849,10428,25000,2593,COMPLETED,2026-07-11 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20260675,Tokopedia,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,316161,18614,25000,12646,COMPLETED,2026-05-23 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20260676,Tokopedia,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,158994,34968,25000,6359,CANCELLED,2026-05-10 00:00:00,,
ORD-20260677,TikTok Shop,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,197547,32889,25000,7901,COMPLETED,2026-01-17 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20260678,TikTok Shop,SKU-PRM-001,Wajan Anti Lengket Granite 24cm,Perlengkapan Rumah,131436,24274,5000,5257,COMPLETED,2026-04-24 00:00:00,5,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20260679,Shopee,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,567801,11455,0,22712,COMPLETED,2026-07-11 00:00:00,5,"Barang original 100%, mantap recommended seller!"
ORD-20260680,Tokopedia,SKU-PRM-001,Wajan Anti Lengket Granite 24cm,Perlengkapan Rumah,409619,15799,5000,16384,COMPLETED,2026-03-30 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20260681,Lazada,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,386687,19685,25000,15467,COMPLETED,2026-03-06 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20260682,Tokopedia,SKU-FSH-002,Kemeja Flanel Kotak Lengan Panjang,Fashion,681153,33197,5000,27246,COMPLETED,2026-03-04 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20260683,Tokopedia,SKU-ELC-001,Headset Bluetooth Wireless TWS,Elektronik,164601,18421,5000,6584,COMPLETED,2026-06-21 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20260684,Lazada,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,370055,16691,25000,14802,COMPLETED,2026-04-24 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20260685,TikTok Shop,SKU-KCT-001,Serum Wajah Brightening Vitamin C,Kecantikan,160104,27251,0,6404,COMPLETED,2026-06-23 00:00:00,4,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20260686,Tokopedia,SKU-FSH-002,Kemeja Flanel Kotak Lengan Panjang,Fashion,209515,10815,0,8380,COMPLETED,2026-01-08 00:00:00,5,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20260687,Shopee,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,625708,22200,25000,25028,RETURNED,2026-02-05 00:00:00,2,"Bahan tipis tidak sesuai deskripsi produk, ajukan retur."
ORD-20260688,Lazada,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,634156,34732,25000,25366,RETURNED,2026-08-08 00:00:00,2,"Barang mati total saat diterima, respon garansi lambat!"
ORD-20260689,Tokopedia,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,553078,21540,15000,22123,CANCELLED,2026-04-10 00:00:00,,
ORD-20260690,TikTok Shop,SKU-PRM-001,Wajan Anti Lengket Granite 24cm,Perlengkapan Rumah,238923,14479,25000,9556,COMPLETED,2026-05-31 00:00:00,5,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20260691,Lazada,SKU-KSH-001,Minyak Angin Aromatheraphy 10ml,Kesehatan,92878,22749,15000,3715,COMPLETED,2026-04-18 00:00:00,4,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20260692,Shopee,SKU-KCT-001,Serum Wajah Brightening Vitamin C,Kecantikan,554280,20295,10000,22171,COMPLETED,2026-01-14 00:00:00,5,"Barang original 100%, mantap recommended seller!"
ORD-20260693,Shopee,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,469595,17925,10000,18783,CANCELLED,2026-08-26 00:00:00,,
ORD-20260694,Shopee,SKU-FSH-002,Kemeja Flanel Kotak Lengan Panjang,Fashion,189156,18573,25000,7566,COMPLETED,2026-06-04 00:00:00,5,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20260695,Shopee,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,672067,24449,25000,26882,CANCELLED,2026-05-13 00:00:00,,
ORD-20260696,TikTok Shop,SKU-PRM-001,Wajan Anti Lengket Granite 24cm,Perlengkapan Rumah,370998,10190,0,14839,COMPLETED,2026-08-02 00:00:00,5,"Barang original 100%, mantap recommended seller!"
ORD-20260697,Shopee,SKU-ELC-001,Headset Bluetooth Wireless TWS,Elektronik,593658,17951,15000,23746,COMPLETED,2026-08-14 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20260698,Shopee,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,300660,15940,15000,12026,RETURNED,2026-08-16 00:00:00,2,"Barang mati total saat diterima, respon garansi lambat!"
ORD-20260699,Tokopedia,SKU-FSH-002,Kemeja Flanel Kotak Lengan Panjang,Fashion,597477,26348,0,23899,COMPLETED,2026-04-24 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20260700,Lazada,SKU-FSH-002,Kemeja Flanel Kotak Lengan Panjang,Fashion,183715,16517,15000,7348,COMPLETED,2026-06-25 00:00:00,5,"Produk bagus banget, pengiriman cepat dan packing rapi!"
ORD-20260701,Shopee,SKU-KCT-001,Serum Wajah Brightening Vitamin C,Kecantikan,196572,28089,10000,7862,RETURNED,2026-07-23 00:00:00,1,"Pengiriman lama sekali, kemasan penyok dan barang agak lecet."
ORD-20260702,Shopee,SKU-KCT-001,Serum Wajah Brightening Vitamin C,Kecantikan,350878,14551,15000,14035,COMPLETED,2026-03-01 00:00:00,5,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20260703,Lazada,SKU-KCT-001,Serum Wajah Brightening Vitamin C,Kecantikan,230338,13328,25000,9213,COMPLETED,2026-09-06 00:00:00,5,"Barang original 100%, mantap recommended seller!"
ORD-20260704,Tokopedia,SKU-KSH-001,Minyak Angin Aromatheraphy 10ml,Kesehatan,369299,19812,25000,14771,CANCELLED,2026-05-16 00:00:00,,
ORD-20260705,Shopee,SKU-FSH-002,Kemeja Flanel Kotak Lengan Panjang,Fashion,335387,32828,0,13415,COMPLETED,2026-03-01 00:00:00,5,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20260706,TikTok Shop,SKU-KCT-001,Serum Wajah Brightening Vitamin C,Kecantikan,357694,13319,25000,14307,RETURNED,2026-06-18 00:00:00,1,"Ukuran baju terlalu kecil dan jahitan tidak rapi, kecewa."
ORD-20260707,Shopee,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,607774,30681,10000,24310,RETURNED,2026-08-26 00:00:00,1,"Barang mati total saat diterima, respon garansi lambat!"
ORD-20260708,Lazada,SKU-KCT-001,Serum Wajah Brightening Vitamin C,Kecantikan,702442,31663,5000,28097,COMPLETED,2026-02-25 00:00:00,5,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20260709,Lazada,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,577458,11765,5000,23098,CANCELLED,2026-07-11 00:00:00,,
ORD-20260710,Shopee,SKU-PRM-001,Wajan Anti Lengket Granite 24cm,Perlengkapan Rumah,197169,20988,10000,7886,COMPLETED,2026-02-13 00:00:00,5,"Barang original 100%, mantap recommended seller!"
ORD-20260711,TikTok Shop,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,411255,27508,5000,16450,COMPLETED,2026-07-12 00:00:00,5,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20260712,TikTok Shop,SKU-PRM-001,Wajan Anti Lengket Granite 24cm,Perlengkapan Rumah,215813,32398,10000,8632,COMPLETED,2026-07-08 00:00:00,5,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20260713,TikTok Shop,SKU-KCT-001,Serum Wajah Brightening Vitamin C,Kecantikan,537282,14210,0,21491,CANCELLED,2026-04-15 00:00:00,,
ORD-20260714,Lazada,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,109596,17630,15000,4383,COMPLETED,2026-01-10 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20260715,Shopee,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,562806,24662,5000,22512,COMPLETED,2026-09-04 00:00:00,5,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20260716,Shopee,SKU-FSH-002,Kemeja Flanel Kotak Lengan Panjang,Fashion,67957,33485,0,2718,RETURNED,2026-09-07 00:00:00,1,"Barang mati total saat diterima, respon garansi lambat!"
ORD-20260717,Tokopedia,SKU-PRM-001,Wajan Anti Lengket Granite 24cm,Perlengkapan Rumah,577696,20511,0,23107,RETURNED,2026-04-29 00:00:00,1,"Pengiriman lama sekali, kemasan penyok dan barang agak lecet."
ORD-20260718,TikTok Shop,SKU-FSH-002,Kemeja Flanel Kotak Lengan Panjang,Fashion,734789,28054,15000,29391,CANCELLED,2026-03-26 00:00:00,,
ORD-20260719,TikTok Shop,SKU-KSH-001,Minyak Angin Aromatheraphy 10ml,Kesehatan,455476,31909,15000,18219,COMPLETED,2026-03-12 00:00:00,5,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20260720,Lazada,SKU-ELC-001,Headset Bluetooth Wireless TWS,Elektronik,88420,29763,10000,3536,COMPLETED,2026-02-12 00:00:00,4,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20260721,Tokopedia,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,697663,15797,15000,27906,CANCELLED,2026-03-29 00:00:00,,
ORD-20260722,Tokopedia,SKU-FSH-002,Kemeja Flanel Kotak Lengan Panjang,Fashion,413316,30148,5000,16532,CANCELLED,2026-04-29 00:00:00,,
ORD-20260723,Tokopedia,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,188841,12391,0,7553,COMPLETED,2026-01-06 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20260724,TikTok Shop,SKU-ELC-001,Headset Bluetooth Wireless TWS,Elektronik,178096,27353,0,7123,RETURNED,2026-06-22 00:00:00,2,"Barang mati total saat diterima, respon garansi lambat!"
ORD-20260725,Lazada,SKU-FSH-002,Kemeja Flanel Kotak Lengan Panjang,Fashion,694793,34450,25000,27791,COMPLETED,2026-08-15 00:00:00,5,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20260726,Tokopedia,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,339883,25329,15000,13595,CANCELLED,2026-01-24 00:00:00,,
ORD-20260727,Tokopedia,SKU-ELC-001,Headset Bluetooth Wireless TWS,Elektronik,285428,14360,15000,11417,COMPLETED,2026-06-26 00:00:00,4,"Produk bagus banget, pengiriman cepat dan packing rapi!"
ORD-20260728,Shopee,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,469064,34997,5000,18762,COMPLETED,2026-06-09 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20260729,TikTok Shop,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,637260,18974,15000,25490,RETURNED,2026-03-15 00:00:00,2,"Bahan tipis tidak sesuai deskripsi produk, ajukan retur."
ORD-20260730,Tokopedia,SKU-FSH-002,Kemeja Flanel Kotak Lengan Panjang,Fashion,406072,15629,25000,16242,COMPLETED,2026-04-10 00:00:00,5,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20260731,TikTok Shop,SKU-FSH-002,Kemeja Flanel Kotak Lengan Panjang,Fashion,694990,22674,5000,27799,COMPLETED,2026-08-22 00:00:00,5,"Produk bagus banget, pengiriman cepat dan packing rapi!"
ORD-20260732,TikTok Shop,SKU-ELC-001,Headset Bluetooth Wireless TWS,Elektronik,667740,33406,25000,26709,COMPLETED,2026-06-05 00:00:00,5,"Produk bagus banget, pengiriman cepat dan packing rapi!"
ORD-20260733,Tokopedia,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,128304,19785,25000,5132,COMPLETED,2026-07-16 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20260734,Shopee,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,341756,14290,10000,13670,CANCELLED,2026-07-27 00:00:00,,
ORD-20260735,TikTok Shop,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,515876,13532,0,20635,COMPLETED,2026-01-09 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20260736,Lazada,SKU-KSH-001,Minyak Angin Aromatheraphy 10ml,Kesehatan,79327,23662,10000,3173,COMPLETED,2026-09-03 00:00:00,5,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20260737,Lazada,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,292970,13061,0,11718,CANCELLED,2026-04-08 00:00:00,,
ORD-20260738,Shopee,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,738760,29094,5000,29550,COMPLETED,2026-06-12 00:00:00,5,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20260739,Shopee,SKU-FSH-002,Kemeja Flanel Kotak Lengan Panjang,Fashion,352603,11543,5000,14104,COMPLETED,2026-02-27 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20260740,TikTok Shop,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,42804,11566,10000,1712,COMPLETED,2026-02-17 00:00:00,5,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20260741,Shopee,SKU-PRM-001,Wajan Anti Lengket Granite 24cm,Perlengkapan Rumah,323488,21683,25000,12939,RETURNED,2026-06-26 00:00:00,1,"Barang mati total saat diterima, respon garansi lambat!"
ORD-20260742,Lazada,SKU-KCT-001,Serum Wajah Brightening Vitamin C,Kecantikan,227847,10790,15000,9113,COMPLETED,2026-07-05 00:00:00,5,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20260743,Shopee,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,292444,12468,15000,11697,COMPLETED,2026-04-26 00:00:00,4,"Produk bagus banget, pengiriman cepat dan packing rapi!"
ORD-20260744,Shopee,SKU-ELC-001,Headset Bluetooth Wireless TWS,Elektronik,536843,21117,15000,21473,COMPLETED,2026-04-05 00:00:00,5,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20260745,Lazada,SKU-ELC-001,Headset Bluetooth Wireless TWS,Elektronik,525413,23143,15000,21016,COMPLETED,2026-01-17 00:00:00,5,"Barang original 100%, mantap recommended seller!"
ORD-20260746,Lazada,SKU-KCT-001,Serum Wajah Brightening Vitamin C,Kecantikan,626071,10893,0,25042,CANCELLED,2026-06-17 00:00:00,,
ORD-20260747,TikTok Shop,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,79422,25153,5000,3176,COMPLETED,2026-05-17 00:00:00,4,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20260748,TikTok Shop,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,60858,33594,10000,2434,COMPLETED,2026-03-26 00:00:00,5,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20260749,Tokopedia,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,429315,17490,15000,17172,COMPLETED,2026-02-03 00:00:00,5,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20260750,Shopee,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,711943,26839,5000,28477,COMPLETED,2026-02-12 00:00:00,5,"Produk bagus banget, pengiriman cepat dan packing rapi!"
ORD-20260751,Tokopedia,SKU-ELC-001,Headset Bluetooth Wireless TWS,Elektronik,298992,23480,15000,11959,CANCELLED,2026-01-11 00:00:00,,
ORD-20260752,TikTok Shop,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,151366,28271,25000,6054,COMPLETED,2026-04-04 00:00:00,5,"Produk bagus banget, pengiriman cepat dan packing rapi!"
ORD-20260753,Shopee,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,127264,20589,5000,5090,RETURNED,2026-03-10 00:00:00,1,"Barang mati total saat diterima, respon garansi lambat!"
ORD-20260754,TikTok Shop,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,283623,12964,15000,11344,RETURNED,2026-06-06 00:00:00,1,"Barang mati total saat diterima, respon garansi lambat!"
ORD-20260755,Shopee,SKU-FSH-002,Kemeja Flanel Kotak Lengan Panjang,Fashion,581735,15678,0,23269,RETURNED,2026-06-07 00:00:00,1,"Pengiriman lama sekali, kemasan penyok dan barang agak lecet."
ORD-20260756,Shopee,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,731486,14692,0,29259,RETURNED,2026-05-19 00:00:00,2,"Ukuran baju terlalu kecil dan jahitan tidak rapi, kecewa."
ORD-20260757,Shopee,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,194763,14045,0,7790,COMPLETED,2026-09-05 00:00:00,5,"Produk bagus banget, pengiriman cepat dan packing rapi!"
ORD-20260758,Shopee,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,457857,12737,10000,18314,COMPLETED,2026-06-15 00:00:00,5,"Barang original 100%, mantap recommended seller!"
ORD-20260759,Lazada,SKU-KCT-001,Serum Wajah Brightening Vitamin C,Kecantikan,39522,24254,5000,1580,COMPLETED,2026-06-26 00:00:00,5,"Produk bagus banget, pengiriman cepat dan packing rapi!"
ORD-20260760,Shopee,SKU-KSH-001,Minyak Angin Aromatheraphy 10ml,Kesehatan,588398,14642,25000,23535,COMPLETED,2026-03-19 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20260761,Lazada,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,442520,10588,10000,17700,CANCELLED,2026-07-15 00:00:00,,
ORD-20260762,Shopee,SKU-KCT-001,Serum Wajah Brightening Vitamin C,Kecantikan,403902,33550,15000,16156,COMPLETED,2026-02-04 00:00:00,5,"Produk bagus banget, pengiriman cepat dan packing rapi!"
